-19.278,8.883,66.348
-3,43.243,40.698
-19.521,3.5,66.5
-9.607,55.198,66.175
-10.165,54.83,66.375
-12.807,47.757,45.271
-9.481,55.198,66.257
-19.278,19,59.508
-9.915,54.83,66.482
-9.31,55.198,66.33
-12.959,45.5,45.144
3,45.5,66
-19.521,19,56.5
-4.6509,32.9771,50.6404
-4.4667,32.9721,50.5749
-19.278,19,53.492
-5.1994,33.0092,50.879
-4.8334,32.9878,50.7198
-5.2259,33.0117,50.8926
-5.614,49.566,67.95
-5.3638,33.0244,50.9639
-20.62,14.103,59.764
-19.836,14.103,62.928
-6.0067,33.0753,51.4228
-6.1517,33.09,51.5348
-21.442,8.883,59.92
-20.62,8.883,63.236
-21.719,3.5,59.973
4.629,37.144,47.099
-20.884,3.5,63.34
3.401,35.541,48.129
2.371,35.541,47.099
-5.7299,33.0474,51.2092
-5.8514,33.0596,51.3029
-20.884,14.103,56.5
-3.772,57.716,57.879
-19.836,14.103,50.072
-3,57.716,57.946
-20.62,14.103,53.236
-2.228,57.716,57.879
-21.719,8.883,56.5
-1.479,57.716,57.678
-0.777,57.716,57.351
-20.62,8.883,49.764
-7.379,33.284,52.728
-21.442,8.883,53.08
-22,3.5,56.5
-20.884,3.5,49.66
-21.719,3.5,53.027
-6.6597,33.1458,52.0828
-6.7175,33.1526,52.1467
-6.7709,33.1618,52.2141
-6.7991,33.1666,52.2496
5.349,52.21,67.221
5.462,51.368,67.279
4.5529,51.25,67.4019
4.4697,51.3634,67.4054
4.5773,51.2,67.4013
4.684,51.368,67.388
-19.278,8.883,46.652
-19.521,3.5,46.5
-19.278,-1.883,66.348
6.214,50.5,67.149
-5.223,57.716,57.351
-4.521,57.716,57.678
-21.442,-1.883,59.92
-20.62,-1.883,63.236
-20.62,-7.103,59.764
-19.836,-7.103,62.928
-0.317,53.714,65.425
-6.2461,33.0967,51.626
-19.278,-12,59.508
-6.3276,33.1064,51.716
-3,55.459,61.856
-21.719,-1.883,56.5
-20.62,-1.883,49.764
-1.549,55.459,61.729
-3,53.856,63.459
-21.442,-1.883,53.08
-1.271,53.856,63.307
-7.1655,33.2241,52.8407
-7.287,33.2515,53.0648
-20.884,-7.103,56.5
-19.836,-7.103,50.072
6.83,50.5,66.964
-20.62,-7.103,53.236
7.33,50.5,66.75
7.698,50.5,66.513
-19.521,-12,56.5
-19.278,-12,53.492
6.165,49.632,67.132
6.772,49.632,66.95
-19,-12.7637,54
2.145,45.576,66.045
-19.278,-1.883,46.652
7.264,49.632,66.739
2.132,45.576,66
2.145,45.576,65.955
9.95,-59.5,58.408
8.733,-59.5,60.068
7.2,-59.5,61.133
5.5,-59.5,61.5
3.8,-59.5,61.133
2.267,-59.5,60.068
1.05,-59.5,58.408
9.95,-59.5,49.592
