4.135296,-9.226874,-2.012332
3.683348,-9.744609,-2.123017
4.518115,-8.325008,-2.372445
3.42281,-9.811411,-2.205912
4.188449,-8.007679,-2.376991
4.060842,-8.308301,-2.24006
3.093144,-9.494082,-2.142742
2.965538,-9.794704,-2.326853
3.927911,-8.074481,-2.283517
3.60357,-8.291594,-2.164829
3.024016,-9.109951,-2.025059
2.508265,-9.777997,-2.513156
3.858783,-7.69035,-2.39346
3.534441,-7.907463,-2.256781
2.954887,-8.72582,-2.020117
2.699675,-9.327064,-2.228234
2.439137,-9.393866,-2.371548
3.465313,-7.523333,-2.36281
2.630546,-8.942933,-2.115889
2.370008,-9.009735,-2.235917
2.178599,-9.460668,-2.515292
3.204775,-7.590135,-2.289037
2.625221,-8.408491,-2.049359
2.30088,-8.625604,-2.139034
2.10947,-9.076537,-2.359381
1.785129,-9.29365,-2.609091
3.135647,-7.206004,-2.392085
2.811306,-7.423117,-2.267662
2.231752,-8.241473,-2.093302
1.716001,-8.909519,-2.453649
1.524591,-9.360452,-2.75777
2.742177,-7.038986,-2.361299
1.583069,-8.675699,-2.418847
2.481639,-7.105788,-2.292253
2.221101,-7.17259,-2.235061
2.093495,-7.473212,-2.148628
1.965889,-7.773834,-2.110726
1.513941,-8.291568,-2.325368
2.151973,-6.788459,-2.323774
1.636222,-7.456505,-2.150218
1.444813,-7.907438,-2.264643
0.992865,-8.425172,-2.548132
1.827632,-7.005572,-2.248565
1.567094,-7.072374,-2.227148
1.375684,-7.523307,-2.193226
0.923737,-8.041042,-2.456789
1.306556,-7.139176,-2.210621
0.461139,-7.489893,-2.421828
3.098469,-10.028524,-2.40383
4.278896,-9.693269,-2.078574
4.980713,-8.876157,-2.388446
4.847781,-8.642337,-2.411477
4.778653,-8.258206,-2.638093
4.645722,-8.024386,-2.703096
4.119321,-7.623548,-2.526233
3.725851,-7.456531,-2.451932
1.046018,-7.205978,-2.235867
0.78548,-7.27278,-2.300943
