-107.46713984910808,-98.68863409157709,-78.13499847667688,-109.55578118184343,-110.03735517362979,-110.35080184256732,0,line,r
72.26905712334472,76.30311724642472,48.47433600885462,72.00980683793048,76.55775830112509,48.90684740835738,0,line,b
-109.55578118184343,-110.03735517362979,-110.35080184256732,-107.50654516960526,-98.8918891090629,-78.24770679345743,1,line,r
72.00980683793048,76.55775830112509,48.90684740835738,72.00980683793048,76.55775830112509,48.90684740835738,1,line,b
-107.50654516960526,-98.8918891090629,-78.24770679345743,-105.11325834567891,-88.11624747296774,-47.690609051603666,2,line,r
72.00980683793048,76.55775830112509,48.90684740835738,64.12947496440411,72.78923740871294,18.58950016318765,2,line,b
-105.11325834567891,-88.11624747296774,-47.690609051603666,-104.56607020419224,-85.67076858777574,-40.89588073210115,3,line,r
64.12947496440411,72.78923740871294,18.58950016318765,64.03614486165498,72.88090818840507,18.745204267008642,3,line,b
-104.56607020419224,-85.67076858777574,-40.89588073210115,-105.03478153527819,-88.18878423750402,-47.79923495799453,4,line,r
64.03614486165498,72.88090818840507,18.745204267008642,62.29806897864247,71.99861444522779,11.865412097912582,4,line,b
-105.03478153527819,-88.18878423750402,-47.79923495799453,-104.53654892116691,-85.78098254250241,-40.905796974796715,5,line,r
62.29806897864247,71.99861444522779,11.865412097912582,64.03614486165498,72.88090818840507,18.745204267008642,5,line,b
-104.53654892116691,-85.78098254250241,-40.905796974796715,-104.56607020419224,-85.67076858777574,-40.89588073210115,6,line,r
64.03614486165498,72.88090818840507,18.745204267008642,72.00980683793048,76.55775830112509,48.90684740835738,6,line,b
-104.56607020419224,-85.67076858777574,-40.89588073210115,-92.05460645814536,-19.887362483982486,-13.356025080915607,7,line,r
72.00980683793048,76.55775830112509,48.90684740835738,67.009379614219,74.31584858852774,30.132598850187637,7,line,b
-92.05460645814536,-19.887362483982486,-13.356025080915607,-104.56607020419224,-85.67076858777574,-40.89588073210115,8,line,r
